 ORDEM 3.1.2 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2042  a =   7478.135  e =  0.000000  inc =   51.60
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          2.05E-01   2.35E-03   2.52E-06   5.20E-10   1.25E-11   3.93E-12
   Max.:          2.93E+02   6.36E+00   8.94E-03   5.31E-07   2.57E-08   6.97E-09
 ------  ------   --------   --------   --------   --------   --------   --------  
    73      74    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    74      75    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    75      76    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    76      77    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    77      78    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    78      79    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    79      80    1.38E+02   3.14E+00   3.12E-03   1.62E-07   8.05E-09   2.26E-09
    80      81    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    81      82    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    82      83    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    83      84    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    84      85    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    85      86    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    86      87    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    87      88    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    88      89    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    89      90    4.32E+01   7.81E-01   1.67E-03   3.16E-08   2.55E-09   1.18E-09
    90      91    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    91      92    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    92      93    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    93      94    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    94      95    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    95      96    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    96      97    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    97      98    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    98      99    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
    99     100    4.99E+00   5.10E-02   7.41E-05   7.02E-09   1.21E-10   3.62E-11
   100     101    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   101     102    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   102     103    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   103     104    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   104     105    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   105     106    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   106     107    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   107     108    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   108     109    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   109     110    1.65E+00   1.40E-02   2.06E-05   3.46E-09   6.06E-11   1.81E-11
   110     111    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   111     112    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   112     113    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   113     114    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   114     115    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   115     116    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   116     117    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   117     118    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   118     119    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   119     120    9.33E-01   8.64E-03   1.09E-05   2.48E-09   4.28E-11   1.38E-11
   120     121    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   121     122    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   122     123    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   123     124    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   124     125    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   125     126    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   126     127    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   127     128    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   128     129    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   129     130    6.92E-01   6.99E-03   9.90E-06   1.19E-09   2.18E-11   9.32E-12
   130     131    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   131     132    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   132     133    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   133     134    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   134     135    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   135     136    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   136     137    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   137     138    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   138     139    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   139     140    5.81E-01   5.60E-03   9.06E-06   6.95E-10   1.35E-11   8.07E-12
   140     141    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   141     142    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   142     143    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   143     144    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   144     145    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   145     146    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   146     147    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   147     148    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   148     149    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   149     150    5.21E-01   4.99E-03   7.65E-06   5.20E-10   1.25E-11   8.07E-12
   150     151    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   151     152    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   152     153    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   153     154    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   154     155    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   155     156    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   156     157    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   157     158    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   158     159    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   159     160    4.76E-01   5.58E-03   8.29E-06   5.57E-10   1.36E-11   8.53E-12
   160     161    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   161     162    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   162     163    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   163     164    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   164     165    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   165     166    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   166     167    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   167     168    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   168     169    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   169     170    3.90E-01   6.54E-03   7.61E-06   7.61E-10   1.73E-11   1.03E-11
   170     171    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   171     172    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   172     173    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   173     174    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   174     175    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   175     176    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   176     177    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   177     178    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   178     179    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
   179     180    2.05E-01   2.35E-03   2.52E-06   1.38E-09   1.33E-11   3.93E-12
