 ORDEM 3.1.2 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2042  Perigee Altitude =    400.000  Apogee Altitude =   400.000  inc =   51.60
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          6.45E-02   5.27E-04   2.76E-06   2.80E-10   2.02E-11   9.23E-12
   Max.:          2.05E+01   9.01E-02   3.96E-04   4.40E-08   4.77E-09   2.23E-09
 ------  ------   --------   --------   --------   --------   --------   --------  
    84      85    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    85      86    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    86      87    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    87      88    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    88      89    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    89      90    3.13E+00   2.06E-02   1.21E-04   1.54E-08   8.35E-10   3.93E-10
    90      91    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    91      92    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    92      93    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    93      94    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    94      95    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    95      96    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    96      97    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    97      98    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    98      99    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
    99     100    5.21E-01   6.63E-03   5.28E-05   6.26E-09   1.69E-10   7.58E-11
   100     101    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   101     102    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   102     103    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   103     104    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   104     105    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   105     106    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   106     107    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   107     108    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   108     109    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   109     110    2.83E-01   4.13E-03   3.35E-05   3.27E-09   9.28E-11   4.27E-11
   110     111    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   111     112    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   112     113    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   113     114    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   114     115    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   115     116    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   116     117    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   117     118    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   118     119    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   119     120    1.82E-01   2.77E-03   2.01E-05   1.71E-09   5.27E-11   2.16E-11
   120     121    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   121     122    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   122     123    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   123     124    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   124     125    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   125     126    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   126     127    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   127     128    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   128     129    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   129     130    1.44E-01   2.26E-03   1.61E-05   8.29E-10   3.48E-11   1.74E-11
   130     131    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   131     132    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   132     133    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   133     134    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   134     135    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   135     136    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   136     137    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   137     138    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   138     139    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   139     140    1.28E-01   2.06E-03   1.52E-05   3.72E-10   2.16E-11   1.53E-11
   140     141    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   141     142    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   142     143    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   143     144    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   144     145    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   145     146    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   146     147    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   147     148    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   148     149    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   149     150    1.27E-01   1.96E-03   1.56E-05   2.80E-10   2.26E-11   1.68E-11
   150     151    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   151     152    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   152     153    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   153     154    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   154     155    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   155     156    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   156     157    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   157     158    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   158     159    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   159     160    1.26E-01   1.98E-03   1.42E-05   3.04E-10   2.46E-11   1.78E-11
   160     161    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   161     162    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   162     163    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   163     164    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   164     165    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   165     166    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   166     167    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   167     168    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   168     169    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   169     170    1.40E-01   2.13E-03   1.69E-05   3.75E-10   3.80E-11   2.70E-11
   170     171    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   171     172    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   172     173    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   173     174    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   174     175    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   175     176    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   176     177    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   177     178    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   178     179    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
   179     180    6.45E-02   5.27E-04   5.21E-06   5.78E-10   2.02E-11   9.23E-12
